city,city_ascii,lat,lng
Bandar-e Māhshahr,Bandar-e Mahshahr,30.5567,49.1897
Nazilli,Nazilli,37.9125,28.3206
Simao,Simao,22.7807,100.9782
Anaco,Anaco,9.4819,-64.4917
Marysville,Marysville,48.0809,-122.1561
Gölcük,Golcuk,40.7172,29.8228
Haarlem,Haarlem,52.3833,4.6333
Boma,Boma,-5.85,13.05
Tuxtepec,Tuxtepec,18.1,-96.1167
Sullana,Sullana,-4.9,-80.6833
San Andrés Tuxtla,San Andres Tuxtla,18.4483,-95.2122
Heidelberg,Heidelberg,49.4167,8.7167
Darmstadt,Darmstadt,49.8722,8.6528
Parnaíba,Parnaiba,-2.905,-41.7769
Mukono,Mukono,0.3533,32.7553
Hala,Hala,25.81,68.43
Godhra,Godhra,22.7772,73.6203
Rafsanjān,Rafsanjan,30.4111,55.9911
Sariaya,Sariaya,13.97,121.53
Multai,Multai,21.77,78.25
Perugia,Perugia,43.1122,12.3889
Nador,Nador,35.1667,-2.9333
Guadalajara,Guadalajara,40.6337,-3.1674
Tema,Tema,5.6667,-0.0167
Zemun,Zemun,44.85,20.4
Ndalatando,Ndalatando,-9.3,14.9167
Salihli,Salihli,38.4811,28.1392
Daule,Daule,-1.8667,-79.9833
Rājapālaiyam,Rajapalaiyam,9.4204,77.58
Zhanlicun,Zhanlicun,23.2881,116.2594
Pangzawl,Pangzawl,22.91,92.76
Bontang,Bontang,0.1333,117.5
Jinggang,Jinggang,23.2722,113.2183
Ash Shīḩānīyah,Ash Shihaniyah,25.3722,51.2047
Papantla de Olarte,Papantla de Olarte,20.4478,-97.32
San Miguel del Padrón,San Miguel del Padron,23.0964,-82.3267
Tulancingo,Tulancingo,20.0833,-98.3667
Tacheng,Tacheng,46.7517,82.9869
Tân Phú,Tan Phu,11.272,107.4367
Naic,Naic,14.32,120.77
Liancheng,Liancheng,24.0515,105.0573
General Roca,General Roca,-39.0333,-67.5833
Zaranj,Zaranj,30.96,61.86
Al Ghardaqah,Al Ghardaqah,27.2578,33.8117
Kidapawan,Kidapawan,7.0083,125.0894
Chittoor,Chittoor,13.216,79.098
Bragança Paulista,Braganca Paulista,-22.9531,-46.5422
Solingen,Solingen,51.1667,7.0833
Merced,Merced,37.3057,-120.4779
Pindamonhangaba,Pindamonhangaba,-22.9239,-45.4617
Hayward,Hayward,37.6328,-122.0766
Split,Split,43.51,16.44
Lafayette,Lafayette,40.3991,-86.8593
Ziarat,Ziarat,30.381,67.727
Girón,Giron,7.0708,-73.1731
Miyakonojō,Miyakonojo,31.7194,131.0617
Đồng Hới,Dong Hoi,17.4831,106.5997
Trà Vinh,Tra Vinh,9.9333,106.35
Khanpur,Khanpur,28.65,70.68
Ferkessédougou,Ferkessedougou,9.5833,-5.2
Southend,Southend,51.55,0.71
Ciudad Acuña,Ciudad Acuna,29.3242,-100.9317
José María Ezeiza,Jose Maria Ezeiza,-34.8333,-58.5167
Khōst,Khost,33.3331,69.9169
Koudougou,Koudougou,12.25,-2.3667
Saint-Marc,Saint-Marc,19.1167,-72.7
Ninh Bình,Ninh Binh,20.2539,105.975
Bingöl,Bingol,38.8861,40.5017
Dhamār,Dhamar,14.55,44.4017
Sivakāsi,Sivakasi,9.4533,77.8024
Huaycan,Huaycan,-12.0181,-76.8139
San Nicolás de los Arroyos,San Nicolas de los Arroyos,-33.3333,-60.2167
Osorno,Osorno,-40.5725,-73.1353
Milagro,Milagro,-2.1347,-79.5872
Ceyhan,Ceyhan,37.0289,35.8125
Moga,Moga,30.822,75.174
Ede,Ede,7.7389,4.4361
Ekibastuz,Ekibastuz,51.6667,75.3667
Barreiras,Barreiras,-12.1483,-44.9925
Enschede,Enschede,52.2225,6.8925
Springfield,Springfield,39.7709,-89.654
Newport,Newport,51.5886,-2.9978
Chirchiq,Chirchiq,41.4667,69.5833
Dijon,Dijon,47.3167,5.0167
Jijiga,Jijiga,9.35,42.8
Patos de Minas,Patos de Minas,-18.5817,-46.5147
Budaun,Budaun,28.05,79.12
Ramat Gan,Ramat Gan,32.07,34.8236
Uttarpāra,Uttarpara,22.67,88.35
Catamarca,Catamarca,-28.4667,-65.7833
La Laguna,La Laguna,28.4853,-16.3167
Daltonganj,Daltonganj,24.03,84.07
Quipungo,Quipungo,-14.8167,14.55
Jequié,Jequie,-13.863,-40.0843
Benoni,Benoni,-26.1883,28.3206
Macuspana,Macuspana,17.7667,-92.6
Zhengding,Zhengding,38.1464,114.5708
Aral,Aral,40.548,81.281
Cadiz,Cadiz,10.95,123.3
Elektrostal,Elektrostal,55.7833,38.4667
Matsuzaka,Matsuzaka,34.5779,136.5276
Klaipėda,Klaipeda,55.7125,21.135
Ōgaki,Ogaki,35.3594,136.6129
Corona,Corona,33.8616,-117.5649
Zabrze,Zabrze,50.3025,18.7781
Bharūch,Bharuch,21.712,72.993
Ilagan,Ilagan,17.1489,121.8894
Abaetetuba,Abaetetuba,-1.7178,-48.8828
Guimarães,Guimaraes,41.45,-8.3
Ibarra,Ibarra,0.3627,-78.1307
Paterson,Paterson,40.9147,-74.1624
Gojra,Gojra,31.15,72.6833
Banhā,Banha,30.4667,31.1833
Mahlaing,Mahlaing,21.09,95.64
Alexandria,Alexandria,38.8185,-77.0861
Calama,Calama,-22.4667,-68.9333
San Miguel,San Miguel,-34.5333,-58.7167
’s-Hertogenbosch,'s-Hertogenbosch,51.6833,5.3
Grenoble,Grenoble,45.1715,5.7224
Amersfoort,Amersfoort,52.15,5.3833
Erzincan,Erzincan,39.7464,39.4914
Regensburg,Regensburg,49.0167,12.0833
George,George,-33.9667,22.45
Herne,Herne,51.55,7.2167
Bima,Bima,-8.46,118.7267
Mandi Bahauddin,Mandi Bahauddin,32.5797,73.4814
Châu Đốc,Chau Doc,10.7,105.1167
Severodvinsk,Severodvinsk,64.5667,39.8667
Angers,Angers,47.4736,-0.5542
Itapetininga,Itapetininga,-23.5917,-48.0531
Xiaping,Xiaping,26.748,114.289
Caxias,Caxias,-4.8589,-43.3558
Villeurbanne,Villeurbanne,45.7667,4.8803
Nāblus,Nablus,32.2222,35.2611
Nan Zhuang,Nan Zhuang,22.9839,113.0139
Zaanstad,Zaanstad,52.4333,4.8167
Guaymas,Guaymas,27.9183,-110.8933
Enfield,Enfield,51.6522,-0.0808
Kamina,Kamina,-8.7386,24.9906
Molo,Molo,-0.25,35.7333
Macon,Macon,32.8065,-83.6974
Saharsa,Saharsa,25.88,86.6
Chaoshan,Chaoshan,23.0768,113.8696
Kétou,Ketou,7.3581,2.6075
Rio das Ostras,Rio das Ostras,-22.5269,-41.945
Adzopé,Adzope,6.1667,-3.9833
Portmore,Portmore,17.95,-76.8799
Binghamton,Binghamton,42.1014,-75.9093
Qalyūb,Qalyub,30.1997,31.2053
Danao,Danao,10.53,123.93
Marbella,Marbella,36.5167,-4.8833
Ghorāhī,Ghorahi,28.0333,82.4833
Lakewood,Lakewood,39.6977,-105.1172
Bạc Liêu,Bac Lieu,9.2833,105.7167
Capas,Capas,15.3372,120.59
Cẩm Phả,Cam Pha,21.0167,107.3167
Almetyevsk,Almetyevsk,54.9,52.3
Al Miqdādīyah,Al Miqdadiyah,33.9786,44.9369
Vidisha,Vidisha,23.53,77.82
Pathānkot,Pathankot,32.2668,75.6
Nowgong,Nowgong,26.3504,92.6796
Ravenna,Ravenna,44.4161,12.2017
Ar Ramthā,Ar Ramtha,32.5589,36.0147
Borāzjān,Borazjan,29.2694,51.22
Tigaraksa,Tigaraksa,-6.2667,106.4667
Kisi,Kisi,9.0833,3.85
Esmeraldas,Esmeraldas,0.9667,-79.6528
Kansas City,Kansas City,39.1235,-94.7443
Horad Barysaw,Horad Barysaw,54.2279,28.505
Souk Ahras,Souk Ahras,36.2864,7.9511
Daiwanishi,Daiwanishi,34.8892,135.4167
Chlef,Chlef,36.1647,1.3317
Pandi,Pandi,14.87,120.95
Camarajibe,Camarajibe,-8.0219,-34.9808
Odessa,Odessa,31.8801,-102.3448
El Eulma,El Eulma,36.15,5.6833
Salzburg,Salzburg,47.8,13.045
Thānesar,Thanesar,29.9667,76.8167
Danzao,Danzao,23.0427,112.9145
Camacupa,Camacupa,-12.0256,17.4686
Kishangarh,Kishangarh,26.57,74.87
Ŭiwang,Uiwang,37.3448,126.9683
Hanam,Hanam,37.5167,127.2
Paderborn,Paderborn,51.7181,8.7542
Zango,Zango,12.9333,8.5333
Brăila,Braila,45.2692,27.9575
Barrie,Barrie,44.3711,-79.6769
Sunnyvale,Sunnyvale,37.3836,-122.0255
Saint-Louis,Saint-Louis,16.0333,-16.5
Edremit,Edremit,39.5922,27.02
Rudarpur,Rudarpur,28.98,79.4
Kitenkela,Kitenkela,-1.5167,36.85
Tindwāra,Tindwara,25.4833,80.3333
Bandırma,Bandirma,40.35,27.9667
Nalgonda,Nalgonda,17.05,79.27
Jinghai,Jinghai,38.9294,116.9169
Hitachi-Naka,Hitachi-Naka,36.3967,140.5347
Lucapa,Lucapa,-8.4228,20.7392
Neuss,Neuss,51.2,6.7
Noda,Noda,35.95,139.8667
Santana de Parnaíba,Santana de Parnaiba,-23.4439,-46.9178
Ambikāpur,Ambikapur,23.12,83.2
Madīnat as Sādis min Uktūbar,Madinat as Sadis min Uktubar,29.9833,30.9667
Dibrugarh,Dibrugarh,27.48,95
Singaraja,Singaraja,-8.1167,115.0833
Moanda,Moanda,-5.9342,12.3494
Seogwipo,Seogwipo,33.2497,126.56
Palo Negro,Palo Negro,10.16,-67.5582
New Bedford,New Bedford,41.6697,-70.9428
Verāval,Veraval,20.9159,70.3629
Mogi Guaçu,Mogi Guacu,-22.3719,-46.9419
Hoeryŏng,Hoeryong,42.4333,129.75
Abbotsford,Abbotsford,49.05,-122.3167
Kırşehir,Kirsehir,39.1456,34.1608
Tochigi,Tochigi,36.3813,139.7303
Betūl Bazār,Betul Bazar,21.905,77.902
Andong,Andong,36.5592,128.7289
Bālurghāt,Balurghat,25.22,88.76
Bytom,Bytom,50.3483,18.9156
San Jose,San Jose,12.3528,121.0676
Jorhāt,Jorhat,26.75,94.22
Poblacion,Poblacion,10.42,123.97
Ixtlahuaca,Ixtlahuaca,19.5689,-99.7669
Salavat,Salavat,53.3667,55.9333
Kariya,Kariya,34.9893,137.0021
Nevşehir,Nevsehir,38.6264,34.7139
Krishnanagar,Krishnanagar,23.4,88.5
Dutse,Dutse,11.7011,9.3419
Newcastle,Newcastle,-32.9167,151.75
Ueda,Ueda,36.4019,138.2491
Livorno,Livorno,43.5519,10.3083
Tete,Tete,-16.1667,33.6
Vĩnh Yên,Vinh Yen,21.31,105.5967
Bārākpur,Barakpur,22.76,88.37
Hollywood,Hollywood,26.0293,-80.1679
Sinpo,Sinpo,40.0347,128.1856
Pouso Alegre,Pouso Alegre,-22.2281,-45.9336
Ciudad Choluteca,Ciudad Choluteca,13.3028,-87.1833
Hòa Thành,Hoa Thanh,11.2831,106.1297
Alagoinhas,Alagoinhas,-12.1358,-38.4189
Mudon,Mudon,16.2578,97.7164
Amatitlán,Amatitlan,14.4833,-90.6167
Gulu,Gulu,2.7817,32.2992
Gwangyang,Gwangyang,34.9333,127.6833
South Lyon,South Lyon,42.4614,-83.6526
Imabari,Imabari,34.0667,133
Kawashiri,Kawashiri,34.8333,135.4167
Oxford,Oxford,51.75,-1.25
Bordj el Kiffan,Bordj el Kiffan,36.7375,3.1931
Gò Công,Go Cong,10.3667,106.6667
Erdemli,Erdemli,36.6056,34.3111
Gonbad-e Kāvūs,Gonbad-e Kavus,37.2433,55.1692
Al Manāqil,Al Manaqil,14.2467,32.9861
Shāntipur,Shantipur,23.25,88.43
Dīla,Dila,6.4083,38.3083
Hindupur,Hindupur,13.83,77.49
Araucária,Araucaria,-25.4167,-49.25
Ipswich,Ipswich,52.0594,1.1556
Matanzas,Matanzas,23.0511,-81.5753
Beāwar,Beawar,26.1,74.32
Long Khánh,Long Khanh,10.917,107.167
Bhālswa Jahangirpur,Bhalswa Jahangirpur,28.7354,77.1638
Aş Şuwayḩirah as Sāḩil,As Suwayhirah as Sahil,24.362,56.7344
Tauranga,Tauranga,-37.6833,176.1667
Miass,Miass,55,60.1
Erode,Erode,11.3409,77.7171
Escondido,Escondido,33.1348,-117.0723
Lake Charles,Lake Charles,30.201,-93.2111
Dahuaishu,Dahuaishu,36.2601,111.6743
Minglanilla,Minglanilla,10.245,123.7964
Manzanillo,Manzanillo,20.3397,-77.1086
Chichicastenango,Chichicastenango,14.9333,-91.1167
Đức Phổ,Duc Pho,14.81,108.96
San Jose,San Jose,15.8037,120.9991
Copiapó,Copiapo,-27.3664,-70.3331
Tafeng,Tafeng,25.3775,112.2034
Mahmutlu,Mahmutlu,39.7464,39.4914
Büyük Çakırman,Buyuk Cakirman,39.7464,39.4914
Buğdaylı,Bugdayli,39.7464,39.4914
Eminabad,Eminabad,32.0414,74.26
Kragujevac,Kragujevac,44.0101,20.9172
Pasadena,Pasadena,29.6575,-95.1498
Bellevue,Bellevue,47.5951,-122.1535
Logroño,Logrono,42.465,-2.4456
Delicias,Delicias,28.1931,-105.4717
Talcahuano,Talcahuano,-36.7167,-73.1219
Piedecuesta,Piedecuesta,7.0833,-73
Toledo,Toledo,-24.7139,-53.7428
Higashimurayama,Higashimurayama,35.7546,139.4685
Ipokia,Ipokia,6.5333,2.85
Jaranwala,Jaranwala,31.3333,73.4167
Nāngloi Jāt,Nangloi Jat,28.6833,77.0667
Joliet,Joliet,41.5188,-88.1499
Kukichūō,Kukichuo,36.0621,139.6668
Badajoz,Badajoz,38.8803,-6.9753
Champaign,Champaign,40.1142,-88.2737
Fengyicun,Fengyicun,23.6636,116.6028
Shāhrūd,Shahrud,36.4133,54.9781
Mzuzu,Mzuzu,-11.4581,34.0151
Valle de Santiago,Valle de Santiago,20.3928,-101.1914
Đồng Xoài,Dong Xoai,11.5169,106.8392
Valdivia,Valdivia,-39.8139,-73.2458
Gölbaşı,Golbasi,39.7953,32.8028
Naogaon,Naogaon,24.8,88.9333
Kashikishi,Kashikishi,-9.3,28.7167
El Minié,El Minie,34.447,35.8178
Borj Hammoud,Borj Hammoud,33.8936,35.5403
Auchi,Auchi,7.0667,6.2667
Chauk Azam,Chauk Azam,30.9648,71.217
Yilan,Yilan,24.75,121.75
Sievierodonetsk,Sievierodonetsk,48.9481,38.4933
Urganch,Urganch,41.55,60.6333
Ocumare del Tuy,Ocumare del Tuy,10.1136,-66.7814
Willemstad,Willemstad,12.108,-68.935
Bávaro,Bavaro,18.7167,-68.45
Soro,Soro,21.29,86.69
Pénjamo,Penjamo,20.4311,-101.7222
Santa Rita,Santa Rita,-7.1139,-34.9778
Mariveles,Mariveles,14.43,120.48
Pomona,Pomona,34.0585,-117.7626
Saumlaki,Saumlaki,-7.975,131.3075
Villa de Álvarez,Villa de Alvarez,19.25,-103.7333
Lévis,Levis,46.8,-71.1833
Fairfield,Fairfield,38.2583,-122.0335
Asaba,Asaba,6.1833,6.7333
Kerch,Kerch,45.3619,36.4711
Concordia,Concordia,-31.4,-58.0333
Mesquite,Mesquite,32.7602,-96.5865
Lashio,Lashio,22.9333,97.75
Elkhart,Elkhart,41.6916,-85.9627
Bohicon,Bohicon,7.2,2.0667
Harrow,Harrow,51.5836,-0.3464
Rimini,Rimini,44.0594,12.5683
Port Louis,Port Louis,-20.1644,57.5042
Ağrı,Agri,39.7186,43.0508
Naperville,Naperville,41.748,-88.1659
Maīmanah,Maimanah,35.9333,64.75
Musashino,Musashino,35.7177,139.5661
Kastamonu,Kastamonu,41.3764,33.7764
St. George,St. George,37.0758,-113.5752
Sagay,Sagay,10.9,123.42
Roseville,Roseville,38.7703,-121.3196
‘Ajlūn,`Ajlun,32.3325,35.7517
Marvdasht,Marvdasht,29.8786,52.8067
Melitopol,Melitopol,46.8489,35.3675
Potchefstroom,Potchefstroom,-26.715,27.1033
Coquitlam,Coquitlam,49.2839,-122.7919
Nek’emtē,Nek'emte,9.0833,36.55
Xianshuigu,Xianshuigu,38.9786,117.3886
Nūzvīd,Nuzvid,16.7881,80.8465
Abbottabad,Abbottabad,34.1558,73.2194
Santiago,Santiago,16.68,121.55
Lárisa,Larisa,39.6417,22.4167
Ramapo,Ramapo,41.1404,-74.1072
Coro,Coro,11.417,-69.67
Sayama,Sayama,35.853,139.4122
Taza,Taza,34.2167,-4.0167
Jean-Rabel,Jean-Rabel,19.85,-73.2
Al ‘Aqabah,Al `Aqabah,29.5319,35.0056
Dundee,Dundee,56.462,-2.9707
Sitārganj,Sitarganj,28.93,79.7
Dongguazhen,Dongguazhen,25.076,101.509
Topeka,Topeka,39.0346,-95.6955
Al Ḩawīyah,Al Hawiyah,21.4411,40.4975
Cagliari,Cagliari,39.2278,9.1111
Nîmes,Nimes,43.8383,4.3597
Lüleburgaz,Luleburgaz,41.4056,27.3569
Consolacion,Consolacion,10.4,123.95
Maridi,Maridi,4.91,29.45
Quilpué,Quilpue,-33.05,-71.45
Rafael Castillo,Rafael Castillo,-34.7167,-58.6167
Zhangaözen,Zhangaozen,43.3378,52.8553
Nchelenge,Nchelenge,-9.3533,28.7403
Szombathely,Szombathely,47.2351,16.6219
Kutaisi,Kutaisi,42.25,42.7
Komaki,Komaki,35.291,136.9121
Kiambu,Kiambu,-1.1667,36.8167
Siem Reap,Siem Reap,13.3622,103.8597
Orekhovo-Borisovo Yuzhnoye,Orekhovo-Borisovo Yuzhnoye,55.6,37.7333
Hājīpur,Hajipur,25.6925,85.2084
Pesquería,Pesqueria,25.785,-100.0511
Kopeysk,Kopeysk,55.1,61.6167
Mati,Mati,6.9483,126.2272
Aix-en-Provence,Aix-en-Provence,43.5263,5.4454
Malakal,Malakal,9.55,31.65
Chingola,Chingola,-12.5333,27.85
Milas,Milas,37.3167,27.7833
La Lisa,La Lisa,23.0247,-82.4631
Burlington,Burlington,36.076,-79.4685
Kafr ash Shaykh,Kafr ash Shaykh,31.1117,30.9458
Tipitapa,Tipitapa,12.2,-86.1
Clermont-Ferrand,Clermont-Ferrand,45.7831,3.0824
Hưng Yên,Hung Yen,20.65,106.0667
Tama,Tama,35.6369,139.4463
Dongsheng,Dongsheng,22.8847,113.455
Hābra,Habra,22.83,88.63
Yonago,Yonago,35.4333,133.3333
Kramatorsk,Kramatorsk,48.7392,37.5839
Pageralam,Pageralam,-4.0167,103.25
Kalemie,Kalemie,-5.9128,29.1906
Colima,Colima,19.2433,-103.7247
Dawei,Dawei,14.0833,98.2
Maquela do Zombo,Maquela do Zombo,-6.05,15.1167
Wamba,Wamba,2.1442,27.9929
Warner Robins,Warner Robins,32.5961,-83.6527
Cairns,Cairns,-16.92,145.78
Xinjing,Xinjing,31.2142,121.3681
Cam Ranh,Cam Ranh,11.902,109.2207
Bīr,Bir,18.99,75.76
Florencio Varela,Florencio Varela,-34.8167,-58.2833
Odintsovo,Odintsovo,55.6667,37.2667
Keren,Keren,15.7778,38.4581
Dar‘ā,Dar`a,32.6189,36.1021
West Bromwich,West Bromwich,52.519,-1.995
Derince,Derince,40.7539,29.8231
Gandajika,Gandajika,-6.75,23.9667
Colina,Colina,-33.2017,-70.6703
Dadu,Dadu,26.7325,67.7792
Pleiku,Pleiku,13.9833,108
Amreli,Amreli,21.6006,71.2164
Taungdwingyi,Taungdwingyi,20.0017,95.5461
Nārnaul,Narnaul,28.0444,76.1056
Jyväskylä,Jyvaskyla,62.2417,25.7417
Chitaldrug,Chitaldrug,14.23,76.4
Pyatigorsk,Pyatigorsk,44.05,43.0667
Calapan,Calapan,13.414,121.18
Calapan,Calapan,13.414,121.18
Franco da Rocha,Franco da Rocha,-23.3286,-46.7244
Mostaganem,Mostaganem,35.9333,0.0833
Paço do Lumiar,Paco do Lumiar,-2.5319,-44.1078
Etah,Etah,27.63,78.67
Baní,Bani,18.29,-70.33
Surprise,Surprise,33.6815,-112.4515
Gloucester,Gloucester,51.8667,-2.25
Qūchān,Quchan,37.106,58.5095
Vila Junqueiro,Vila Junqueiro,-15.4667,36.9833
Torrance,Torrance,33.8346,-118.3416
Ereğli,Eregli,37.5128,34.0483
Foggia,Foggia,41.4642,15.5461
Iruma,Iruma,35.8358,139.3911
Abohar,Abohar,30.1334,74.2001
Thanatpin,Thanatpin,17.2942,96.58
Miskolc,Miskolc,48.0833,20.6667
Bhāndāria,Bhandaria,22.4883,90.0733
Teixeira de Freitas,Teixeira de Freitas,-17.5403,-39.7437
Villa de Cura,Villa de Cura,10.0383,-67.4892
Facatativá,Facatativa,4.8167,-74.3667
Arad,Arad,46.175,21.3125
Fujita,Fujita,34.8674,138.2577
Le Mans,Le Mans,48.0077,0.1984
Kisaran,Kisaran,2.9833,99.6125
Khairpur Mir’s,Khairpur Mir's,27.5333,68.7667
Bukoba,Bukoba,-1.3333,31.8167
Kaithal,Kaithal,29.8015,76.3998
Arayat,Arayat,15.1493,120.7692
Poole,Poole,50.7167,-1.9833
Comayagua,Comayagua,14.4522,-87.6383
Yima,Yima,34.7469,111.875
Moshi,Moshi,-3.3349,37.3404
Saguenay,Saguenay,48.4167,-71.0667
Urdaneta,Urdaneta,15.9761,120.5711
Boca del Rio,Boca del Rio,19.1056,-96.1078
Odivelas,Odivelas,38.7903,-9.1797
Xintang,Xintang,22.7833,113.15
Barranca,Barranca,-10.7541,-77.761
Balasore,Balasore,21.5033,86.925
Guelph,Guelph,43.55,-80.25
Zhaxi,Zhaxi,27.844,105.0451
Mehtar Lām,Mehtar Lam,34.6683,70.2089
Al Mukallā,Al Mukalla,14.5333,49.1333
Kolomna,Kolomna,55.0833,38.7833
Dar Naim,Dar Naim,18.0333,-15.9667
Cinere,Cinere,-6.3333,106.7833
Pinetown,Pinetown,-29.8167,30.85
Salamanca,Salamanca,40.965,-5.6642
Asaka,Asaka,35.7972,139.5939
Ramu,Ramu,3.9375,41.2203
Mallapalli,Mallapalli,9.4461,76.6567
Santa Maria,Santa Maria,34.9333,-120.4431
Kakamigahara,Kakamigahara,35.3988,136.8484
Aalborg,Aalborg,57.05,9.9167
Koiridih,Koiridih,24.18,86.3
Ciego de Ávila,Ciego de Avila,21.8481,-78.7631
Bandundu,Bandundu,-3.3167,17.3667
Disūq,Disuq,31.1422,30.645
Calabayan,Calabayan,16.77,121.78
Coimbra,Coimbra,40.2028,-8.4139
Ghaznī,Ghazni,33.5492,68.4233
Zhaoxiang,Zhaoxiang,31.149,121.1962
Ruse,Ruse,43.8231,25.9539
Touggourt,Touggourt,33.1,6.0667
Shillong,Shillong,25.5822,91.8944
Athens,Athens,33.9508,-83.3689
Houma,Houma,29.58,-90.7059
Cizre,Cizre,37.332,42.187
Malasiqui,Malasiqui,15.92,120.42
Lleida,Lleida,41.6167,0.6333
Sannār,Sannar,13.55,33.5833
Los Ángeles,Los Angeles,-37.4667,-72.35
Rewāri,Rewari,28.1833,76.6167
Paghmān,Paghman,34.5833,68.95
Birkenhead,Birkenhead,53.393,-3.014
Jinjiang,Jinjiang,19.7386,110.0058
Tinipuka,Tinipuka,-4.55,136.89
Cartago,Cartago,4.7,-75.9167
Ashikaga,Ashikaga,36.3402,139.4497
Stara Zagora,Stara Zagora,42.4256,25.6344
Telford,Telford,52.6766,-2.4469
Nakhodka,Nakhodka,42.8167,132.8667
Columbia,Columbia,38.9472,-92.3268
Huelva,Huelva,37.25,-6.95
Garanhuns,Garanhuns,-8.8903,-36.4928
Hazāribāgh,Hazaribagh,23.98,85.35
Moundou,Moundou,8.5667,16.0833
Trindade,Trindade,-16.6492,-49.495
Nizip,Nizip,37.01,37.7972
Nawābganj,Nawabganj,24.6,88.2667
Toda,Toda,35.8176,139.6779
Fullerton,Fullerton,33.8841,-117.9279
Lichinga,Lichinga,-13.3167,35.2333
Settat,Settat,33,-7.6167
Bafra,Bafra,41.5722,35.9147
Bhīmavaram,Bhimavaram,16.543,81.523
Negombo,Negombo,7.2111,79.8386
Olathe,Olathe,38.8833,-94.82
Okinawa,Okinawa,26.3342,127.8056
Namacunde,Namacunde,-17.3,15.85
Boca Chica,Boca Chica,18.4539,-69.6064
Altay,Altay,47.8666,88.1166
Bahawalnagar,Bahawalnagar,29.9928,73.2536
Misato,Misato,35.8301,139.8723
Olmaliq,Olmaliq,40.85,69.6
Moriguchi,Moriguchi,34.7375,135.5642
Preston,Preston,53.83,-2.735
Thornton,Thornton,39.9197,-104.9438
York,York,53.96,-1.08
Mandsaur,Mandsaur,24.03,75.08
Jahrom,Jahrom,28.5031,53.5658
Bondoukou,Bondoukou,8.0333,-2.8
Lausanne,Lausanne,46.5198,6.6335
Bocaue,Bocaue,14.8,120.93
Khuzdar,Khuzdar,27.8,66.6167
Tepatitlán de Morelos,Tepatitlan de Morelos,20.8139,-102.7639
Pemba,Pemba,-12.9667,40.55
Elbistan,Elbistan,38.2014,37.1883
Bilbays,Bilbays,30.4167,31.5667
Berezniki,Berezniki,59.4167,56.7833
Piteşti,Pitesti,44.8606,24.8678
Gweru,Gweru,-19.4614,29.8022
Khasavyurt,Khasavyurt,43.25,46.5833
Tân Châu,Tan Chau,10.7739,105.2369
Numan,Numan,9.4669,12.0328
Kamālshahr,Kamalshahr,35.8658,50.8717
Rize,Rize,41.0247,40.5222
Subang,Subang,-6.5714,107.7614
Villupuram,Villupuram,11.9401,79.4861
Ingolstadt,Ingolstadt,48.7631,11.425
Las Maravillas,Las Maravillas,16.3667,-91.7333
Greeley,Greeley,40.4152,-104.7706
Tabaco,Tabaco,13.35,123.73
Fukayachō,Fukayacho,36.1975,139.2815
Beaumont,Beaumont,30.0849,-94.1451
Nsele,Nsele,-4.3744,15.4947
Las Cruces,Las Cruces,32.3265,-106.7893
Porac,Porac,15.0719,120.5419
Mejicanos,Mejicanos,13.7333,-89.2167
Krugersdorp,Krugersdorp,-26.1,27.7667
Middlesbrough,Middlesbrough,54.5767,-1.2355
Shizhaobi,Shizhaobi,23.921,115.7774
Paranaguá,Paranagua,-25.5208,-48.5094
Sāmarrā’,Samarra',34.1983,43.8742
Iguala de la Independencia,Iguala de la Independencia,18.345,-99.5383
Ozamiz City,Ozamiz City,8.15,123.85
Harchandpur,Harchandpur,26.36,81.17
Yaritagua,Yaritagua,10.0753,-69.1283
Midland,Midland,32.0243,-102.1147
Kumbakonam,Kumbakonam,10.9602,79.3845
Metairie,Metairie,29.9977,-90.178
Torbat-e Ḩeydarīyeh,Torbat-e Heydariyeh,35.29,59.2169
Xiangcheng,Xiangcheng,25.4783,100.5551
Batu Pahat,Batu Pahat,1.8522,102.9372
Nāḩiyat Ghammās,Nahiyat Ghammas,31.7431,44.6194
Peristéri,Peristeri,38.0167,23.6833
Darwin,Darwin,-12.4381,130.8411
Reykjavík,Reykjavik,64.1467,-21.94
Atbara,Atbara,17.6972,33.9783
Kanasín,Kanasin,20.9344,-89.5578
Giá Rai,Gia Rai,9.25,105.417
Payatas,Payatas,14.7099,121.0997
Debre Birhan,Debre Birhan,9.6833,39.5333
La Romana,La Romana,18.43,-68.97
Aul,Aul,20.67,86.64
Brest,Brest,48.39,-4.49
Masaya,Masaya,11.9667,-86.1
Malambo,Malambo,10.85,-74.75
Rubtsovsk,Rubtsovsk,51.5167,81.2
Momostenango,Momostenango,15.0444,-91.4083
Pakpattan,Pakpattan,30.3442,73.3839
Botucatu,Botucatu,-22.8858,-48.445
Jicheon,Jicheon,36.1333,128.1
Tanay,Tanay,14.4972,121.2864
Blackpool,Blackpool,53.8142,-3.0503
Carolina,Carolina,18.4054,-65.9792
Trois-Rivières,Trois-Rivieres,46.35,-72.55
Balneário de Camboriú,Balneario de Camboriu,-26.9953,-48.6356
Maykop,Maykop,44.6,40.0833
Balkanabat,Balkanabat,39.5167,54.3667
Dos Hermanas,Dos Hermanas,37.2836,-5.9222
Apeldoorn,Apeldoorn,52.2167,5.9667
Pantanal,Pantanal,18.5333,-68.3667
West Valley City,West Valley City,40.6886,-112.0123
