city,city_ascii,lat,lng
Aïn Youcef,Ain Youcef,35.05,-1.3667
Nanjai Kilābādi,Nanjai Kilabadi,11.2658,77.77
Dharphari,Dharphari,26.1501,84.9564
Casandrino,Casandrino,40.9333,14.25
Casatenovo,Casatenovo,45.6972,9.3122
Kasumkent,Kasumkent,41.6667,48.1333
Borodyanka,Borodyanka,50.6439,29.9339
Damaishan,Damaishan,24.5038,112.2797
Andrésy,Andresy,48.9817,2.0592
Perladka,Perladka,12.6426,75.1049
Ivaí,Ivai,-25.0108,-50.8589
Santa Juana,Santa Juana,-37.166,-72.933
Gvardeysk,Gvardeysk,54.6667,21.0833
Glendale,Glendale,43.1287,-87.9277
Sebt Labrikiyne,Sebt Labrikiyne,32.2944,-8.0722
Sābang,Sabang,22.183,87.599
Pervomaysk,Pervomaysk,54.8667,43.8
Afir,Afir,36.7676,3.7029
Mahalpur,Mahalpur,31.3618,76.0377
Gopālasamudram,Gopalasamudram,8.6747,77.6379
Mesudiye,Mesudiye,40.4625,37.7725
Slobozhanske,Slobozhanske,48.5336,35.0781
Sarria,Sarria,42.7833,-7.4167
Chiroqchi,Chiroqchi,39.0336,66.5739
Nioaque,Nioaque,-21.135,-55.83
Basseterre,Basseterre,17.3,-62.7333
Orangeburg,Orangeburg,33.4928,-80.8671
Beelitz,Beelitz,52.2333,12.9667
Jūla Buzarg,Jula Buzarg,19.4639,76.9861
Palos Verdes Estates,Palos Verdes Estates,33.7872,-118.3973
Yakage,Yakage,34.6275,133.5872
Muriedas,Muriedas,43.4303,-3.8603
Pácora,Pacora,5.5258,-75.4589
Arsali,Arsali,24.3754,83.5903
Mathurāpur,Mathurapur,24.9073,85.9836
Bichkunda,Bichkunda,18.4,77.7167
Shin'onsen,Shin'onsen,35.6167,134.45
Fátima,Fatima,39.6256,-8.6658
Blegny,Blegny,50.6667,5.7333
Lariano,Lariano,41.7333,12.8333
Morangis,Morangis,48.7055,2.3326
Yamato,Yamato,32.6833,131.0333
El Kansera,El Kansera,34.0419,-5.9272
Kathevaram,Kathevaram,16.261,80.636
Khiria,Khiria,25.6047,87.4578
San Martino di Lupari,San Martino di Lupari,45.65,11.85
Dorado,Dorado,18.4657,-66.2726
Walsall Wood,Walsall Wood,52.6277,-1.9301
Ambohidronono,Ambohidronono,-18.75,48.0333
Bondāda,Bondada,16.5295,81.4549
Chulumani,Chulumani,-16.6833,-67.8667
Beyla,Beyla,8.6833,-8.6333
Værløse,Vaerlose,55.7819,12.3731
Novellara,Novellara,44.85,10.7333
Noceto,Noceto,44.8167,10.1833
Douar Sidi Laaroussi,Douar Sidi Laaroussi,31.845,-9.1586
Xaafuun,Xaafuun,10.4167,51.2667
Çamardı,Camardi,37.8364,34.9928
Benairia,Benairia,36.35,1.3833
Tonakkal,Tonakkal,8.6312,76.9555
Guttal,Guttal,14.8333,75.6333
Kuressaare,Kuressaare,58.25,22.4833
Trebur,Trebur,49.925,8.4056
Aïn Lechiakh,Ain Lechiakh,36.1569,2.4042
Tempio Pausania,Tempio Pausania,40.9,9.1
Southwick,Southwick,50.836,-0.239
Las Vegas,Las Vegas,35.6011,-105.2206
Bombarral,Bombarral,39.2681,-9.1553
Chenggong,Chenggong,23.1167,121.35
Bundāla,Bundala,31.5333,74.9833
Gmunden,Gmunden,47.9181,13.7994
Nemours,Nemours,48.2674,2.697
Hissāramuruvani,Hissaramuruvani,15.771,77.4194
Cheval,Cheval,28.1459,-82.5184
Liedekerke,Liedekerke,50.8667,4.0833
Jobat,Jobat,22.416,74.5683
Vila Pouca de Aguiar,Vila Pouca de Aguiar,41.5006,-7.6422
Carpinteria,Carpinteria,34.3962,-119.5118
Ban Khlong,Ban Khlong,16.8353,100.232
Rio de Contas,Rio de Contas,-13.5789,-41.8108
Villacidro,Villacidro,39.45,8.7333
Castelnuovo di Verona,Castelnuovo di Verona,45.4333,10.7667
Mārathalli,Marathalli,12.15,77.1
Zayda,Zayda,32.8167,-4.95
San Clemente,San Clemente,15.7119,120.3603
Belëv,Belev,53.8125,36.1333
Oncativo,Oncativo,-31.9167,-63.6667
Parvomay,Parvomay,42.1,25.2167
Fraserburgh,Fraserburgh,57.693,-2.005
Püspökladány,Puspokladany,47.3167,21.1167
Cedar Grove,Cedar Grove,40.8565,-74.2288
Kingersheim,Kingersheim,47.7922,7.3386
Sovetskoe,Sovetskoe,41.06,72.73
Auria,Auria,24.8563,87.0112
Portland,Portland,36.5921,-86.5239
Bischofsheim,Bischofsheim,49.9833,8.35
Hashikami,Hashikami,40.4525,141.6211
Cariamanga,Cariamanga,-4.32,-79.56
Santa Teresa,Santa Teresa,-25.0519,-53.6328
Bagadó,Bagado,5.4167,-76.4167
Mānikpur,Manikpur,25.1339,86.6777
Mouvaux,Mouvaux,50.7039,3.1414
Weddington,Weddington,35.0228,-80.7383
Newton,Newton,35.663,-81.2335
Plaza Huincul,Plaza Huincul,-38.9338,-69.1987
Melilli,Melilli,37.1833,15.1167
Druskininkai,Druskininkai,54.0167,23.9667
Bou Arada,Bou Arada,36.35,9.6167
Penamalūru,Penamaluru,16.4681,80.7194
La Llagosta,La Llagosta,41.5156,2.1928
Qal‘eh Ganj,Qal`eh Ganj,27.525,57.88
Casale sul Sile,Casale sul Sile,45.6,12.3333
Uyar,Uyar,55.8267,94.3153
Graulhet,Graulhet,43.7617,1.9892
Leżajsk,Lezajsk,50.2667,22.4333
Medway,Medway,42.1535,-71.4291
Hājan,Hajan,34.2989,74.6168
Canals,Canals,38.9611,-0.585
Santa María de Ipire,Santa Maria de Ipire,8.8134,-65.3221
Ceyu,Ceyu,37.7939,114.0905
Samālsar,Samalsar,30.6364,74.9983
Ridgefield Park,Ridgefield Park,40.8543,-74.0201
Santa Margarita,Santa Margarita,39.7033,3.1036
Miahuatlán,Miahuatlan,18.2833,-97.2833
Vestby,Vestby,59.575,10.7319
San Jerónimo,San Jeronimo,6.4417,-75.7278
Ban Chorakhe Samphan,Ban Chorakhe Samphan,14.3258,99.8623
’Aïn Mouilah,'Ain Mouilah,34.75,3.4833
Zabaykalsk,Zabaykalsk,49.6514,117.3269
Harrison,Harrison,36.2438,-93.1198
Villa Juárez,Villa Juarez,27.1278,-109.8426
Villa Sandino,Villa Sandino,12.05,-84.9833
Mulungu do Morro,Mulungu do Morro,-11.95,-41.6167
Capaya,Capaya,10.4286,-66.2717
Igrapiúna,Igrapiuna,-13.8167,-39.15
Mahao,Mahao,26.8675,108.3267
Matsushima,Matsushima,38.3802,141.0673
Drochia,Drochia,48.0333,27.75
Karabanovo,Karabanovo,56.3167,38.7
South Glengarry,South Glengarry,45.2,-74.5833
Hulkoti,Hulkoti,15.4333,75.5333
Santa María Jalapa del Marqués,Santa Maria Jalapa del Marques,16.4401,-95.4434
Tinglayan,Tinglayan,17.265,121.1489
Caerfyrddin,Caerfyrddin,51.856,-4.316
Pell City,Pell City,33.561,-86.2669
Nako,Nako,-29.6481,27.7336
Rio do Antônio,Rio do Antonio,-14.4,-42.0833
Superior,Superior,39.934,-105.1588
Autun,Autun,46.9517,4.2994
Ban Nong Hoi,Ban Nong Hoi,18.75,99.0167
Singuilucan,Singuilucan,19.9675,-98.5178
Głuchołazy,Glucholazy,50.3131,17.3742
Chañaral,Chanaral,-26.3444,-70.6219
Vigodarzere,Vigodarzere,45.45,11.8833
Sharon,Sharon,41.234,-80.4998
Alovera,Alovera,40.5967,-3.2481
Balya,Balya,39.75,27.5833
Hamworthy,Hamworthy,50.7207,-2.0109
Bajala,Bajala,12.8537,74.8853
Asjen,Asjen,34.85,-5.6167
Mutterstadt,Mutterstadt,49.4333,8.35
Crispiano,Crispiano,40.6,17.2333
Bålsta,Balsta,59.5833,17.5
Sali,Sali,25.9606,-0.0275
Pacatuba,Pacatuba,-10.4528,-36.6508
Radomir,Radomir,42.55,22.95
Kaua Kol,Kaua Kol,24.8447,85.8867
Sainte-Marie,Sainte-Marie,46.45,-71.0333
Novi Bečej,Novi Becej,45.6,20.1167
Latisana,Latisana,45.7833,13.1167
Trenton,Trenton,39.4792,-84.462
Bom Princípio,Bom Principio,-29.4833,-51.35
Shīnīlē,Shinile,9.6667,41.8333
Gothva,Gothva,23.4781,72.5624
South Daytona,South Daytona,29.1657,-81.0055
Bensekrane,Bensekrane,35.0667,-1.2167
North Perth,North Perth,43.73,-80.95
Monteux,Monteux,44.0361,4.997
Sarezzo,Sarezzo,45.65,10.2
Ketsch,Ketsch,49.3658,8.5336
Qulan,Qulan,42.91,72.715
Kofelē,Kofele,7,38.75
Tetāri,Tetari,25.3757,87.0691
Kaspiyskiy,Kaspiyskiy,45.3908,47.3658
Saktipur,Saktipur,23.864,88.1987
Ksibet el Mediouni,Ksibet el Mediouni,35.69,10.85
Ba Chúc,Ba Chuc,10.5,104.9
Sankt Georgen im Schwarzwald,Sankt Georgen im Schwarzwald,48.1247,8.3308
Sátoraljaújhely,Satoraljaujhely,48.4,21.6667
Ayodhyāpattanam,Ayodhyapattanam,11.6755,78.2409
Plattling,Plattling,48.7667,12.8667
Cicuco,Cicuco,9.2667,-74.65
Chino Valley,Chino Valley,34.7594,-112.412
Berkeley Heights,Berkeley Heights,40.6764,-74.4244
Sidmant al Jabal,Sidmant al Jabal,29.1431,30.9
San Vicente,San Vicente,17.5947,120.3753
General Enrique Mosconi,General Enrique Mosconi,-22.6,-63.8167
Brieselang,Brieselang,52.5833,13
Dover,Dover,40.5304,-81.4806
Giporlos,Giporlos,11.1208,125.4494
Alvorada D’Oeste,Alvorada D'Oeste,-11.3414,-62.2864
Silago,Silago,10.5291,125.1618
Koregaon,Koregaon,18.6456,74.0592
Mahaboboka,Mahaboboka,-22.9,44.3333
Maqsūda,Maqsuda,26.241,86.0585
Tubmanburg,Tubmanburg,6.8667,-10.8167
Altos,Altos,-25.2333,-57.25
Iraci,Iraci,-8.8078,-35.9519
Wehr,Wehr,47.6297,7.9044
Betatao,Betatao,-18.2,47.8833
Treuchtlingen,Treuchtlingen,48.9553,10.9094
Barhī,Barhi,24.3045,85.4195
Toura,Toura,11.2436,2.3831
Rosbach vor der Höhe,Rosbach vor der Hohe,50.2986,8.7006
Miarinarivo,Miarinarivo,-18.9608,46.9
Brig-Glis,Brig-Glis,46.3167,7.9667
Quattro Castella,Quattro Castella,44.6333,10.4667
Phalaborwa,Phalaborwa,-23.9333,31.1167
Bergen,Bergen,51.6,6.05
Sargūr,Sargur,11.9997,76.3961
Shitāb Diāra,Shitab Diara,25.7563,84.6133
Kanabūr,Kanabur,13.3523,75.4517
Kallūr,Kallur,16.1405,77.2081
Gland,Gland,46.42,6.27
Wantage,Wantage,51.589,-1.427
Rājupālem,Rajupalem,15.1385,79.996
Grand Terrace,Grand Terrace,34.0312,-117.3132
São Domingos,Sao Domingos,-13.4075,-46.3142
Tirumakūdal Narsipur,Tirumakudal Narsipur,12.2121,76.9018
Pavona,Pavona,41.7167,12.6167
Mounds View,Mounds View,45.1071,-93.2076
Fyzabad,Fyzabad,10.1833,-61.55
Kozy,Kozy,49.845,19.1417
Miranda do Corvo,Miranda do Corvo,40.1,-8.3333
Mazatlán Villa de Flores,Mazatlan Villa de Flores,18.0167,-96.9167
Kavitāl,Kavital,16.1082,76.7962
Medapādu,Medapadu,17.0044,82.1001
Lake Los Angeles,Lake Los Angeles,34.6097,-117.8339
La Grande,La Grande,45.3242,-118.0865
Barsbüttel,Barsbuttel,53.5689,10.1711
San Martín Zapotitlán,San Martin Zapotitlan,14.6,-91.6
Kottāram,Kottaram,8.1188,77.5243
Mercedes Umaña,Mercedes Umana,13.5667,-88.5
Chos Malal,Chos Malal,-37.3833,-70.2667
Albatera,Albatera,38.1786,-0.8681
Wollaston,Wollaston,52.4619,-2.1663
Taishi,Taishi,34.5167,135.65
North Palm Beach,North Palm Beach,26.8217,-80.0576
Güçlükonak,Guclukonak,37.4711,41.9139
Soddy-Daisy,Soddy-Daisy,35.2571,-85.1739
Stoughton,Stoughton,42.9237,-89.2225
Wolvega,Wolvega,52.8761,6.0014
Joure,Joure,52.9667,5.7833
Pomfret,Pomfret,42.4029,-79.3534
Itano,Itano,34.1444,134.4626
Harrison,Harrison,39.2584,-84.7868
Al Jumaylīyah,Al Jumayliyah,25.6208,51.0819
Bocholt,Bocholt,51.1667,5.5833
La Vega,La Vega,4.9992,-74.3411
Tōnoshō,Tonosho,35.8333,140.6667
Akseki,Akseki,37.0486,31.79
Küssnacht,Kussnacht,47.0667,8.4333
San Antonio del Tequendama,San Antonio del Tequendama,4.6328,-74.3522
New Hanover,New Hanover,40.3145,-75.5566
Phra Samut Chedi,Phra Samut Chedi,13.5976,100.5848
Betanzos,Betanzos,43.2792,-8.2106
Darłowo,Darlowo,54.4208,16.4097
Ionia,Ionia,42.9773,-85.0727
Horst,Horst,51.4514,6.0536
Andaraí,Andarai,-11.7125,-40.6258
Caldeirão Grande,Caldeirao Grande,-11.02,-40.3028
Great Driffield,Great Driffield,54.005,-0.438
Gex,Gex,46.3333,6.0578
Gurlapeta,Gurlapeta,18.1167,83.4167
Takkolam,Takkolam,13.0164,79.7325
Çavdır,Cavdir,37.155,29.6939
Simijaca,Simijaca,5.5019,-73.8519
Chandhaus,Chandhaus,25.2977,84.8595
Udaipur Bithwār,Udaipur Bithwar,26.2872,86.1578
Kamikawa,Kamikawa,36.2139,139.1017
Krasnozavodsk,Krasnozavodsk,56.4333,38.2333
Peddavadlapūdi,Peddavadlapudi,16.4098,80.6114
Ekwāri,Ekwari,25.2975,84.4994
Huguan Nongchang,Huguan Nongchang,21.2015,110.2459
Nasiyanūr,Nasiyanur,11.3381,77.6408
Hungen,Hungen,50.4667,8.9
Motobu,Motobu,26.6581,127.8981
Oatfield,Oatfield,45.4125,-122.594
Gouandé,Gouande,10.7828,0.9186
Fannūj,Fannuj,26.5753,59.6403
Cherry Hill Mall,Cherry Hill Mall,39.9384,-75.0117
Dărmăneşti,Darmanesti,46.37,26.4797
Apostolove,Apostolove,47.6594,33.7167
Pendlebury,Pendlebury,53.5075,-2.3154
Goodmayes,Goodmayes,51.5631,0.1133
Gorakhpur,Gorakhpur,29.4467,75.6724
Makabana,Makabana,-3.4833,12.6067
Killai,Killai,11.4493,79.7668
Scheeßel,Scheessel,53.1706,9.4831
Kalikiri,Kalikiri,13.6333,78.8
Pallappālaiyam,Pallappalaiyam,10.9951,77.0845
Cotegipe,Cotegipe,-12.0278,-44.2578
Sudbury,Sudbury,52.0417,0.7282
Jālhalli,Jalhalli,13.0333,77.55
Dinbéla,Dinbela,11.7278,-6.3611
Adi Keyh,Adi Keyh,14.8333,39.3667
Milnrow,Milnrow,53.6101,-2.1111
Ribeirão do Pinhal,Ribeirao do Pinhal,-23.4,-50.3
Paina,Paina,25.5406,86.9939
West Carrollton,West Carrollton,39.6701,-84.2542
Cambridge,Cambridge,38.5515,-76.0787
Kuruman,Kuruman,-27.45,23.4333
Hajdúhadház,Hajduhadhaz,47.6833,21.6667
Balua,Balua,26.3272,87.6231
Mohgaon,Mohgaon,21.6394,78.7364
Norwalk,Norwalk,41.4895,-93.6913
Kafr ‘Awān,Kafr `Awan,32.4167,35.6833
On Top of the World Designated Place,On Top of the World Designated Place,29.1058,-82.2866
Lamaçães,Lamacaes,41.528,-8.413
Muri,Muri,46.9333,7.4833
Castlebar,Castlebar,53.8608,-9.2988
Rabot,Rabot,38.6167,68.1833
Balatonfüred,Balatonfured,46.95,17.8833
Nidzica,Nidzica,53.3583,20.425
Alto Garças,Alto Garcas,-16.9333,-53.5333
Dom Feliciano,Dom Feliciano,-30.7,-52.1167
Vetlanda,Vetlanda,57.4333,15.0667
Godella,Godella,39.52,-0.4114
Gamboula,Gamboula,4.1333,15.15
Forlimpopoli,Forlimpopoli,44.1833,12.1333
Kani-Bonzon,Kani-Bonzon,14.1403,-3.6183
Alcácer do Sal,Alcacer do Sal,38.3725,-8.5136
Chernigovka,Chernigovka,44.3406,132.5689
Afanyangan,Afanyangan,6.4939,1.6339
Monte Belo,Monte Belo,-21.3258,-46.3678
Danga,Danga,16.465,-3.1364
La Crucecita,La Crucecita,15.7753,-96.1425
Manturovo,Manturovo,58.3333,44.7667
Turvo,Turvo,-28.9258,-49.6789
Pandireddigūdem,Pandireddigudem,16.8,81.3167
Bedford,Bedford,41.3919,-81.536
Hadamar,Hadamar,50.45,8.05
Fatehpur,Fatehpur,26.2813,87.1084
Hawaiian Paradise Park,Hawaiian Paradise Park,19.5828,-154.9695
Aberystwyth,Aberystwyth,52.414,-4.081
Drongen,Drongen,51.0503,3.6628
Rasauli,Rasauli,26.127,84.8378
Mettet,Mettet,50.3167,4.6667
Velykodolynske,Velykodolynske,46.3447,30.5783
Dahu,Dahu,24.3978,120.8486
Charābidya,Charabidya,22.3303,88.7702
Thompson,Thompson,55.7433,-97.8553
Turbihāl,Turbihal,15.7614,76.5964
Palmital,Palmital,-24.8928,-52.2028
Olivar Bajo,Olivar Bajo,-34.2289,-70.8799
Olivar,Olivar,-34.233,-70.883
Rödental,Rodental,50.2833,11.0667
Tezontepec,Tezontepec,19.8833,-98.8167
Stjørdalshalsen,Stjordalshalsen,63.4712,10.9189
Lowshān,Lowshan,36.6278,49.5114
Shahr-e Herāt,Shahr-e Herat,30.0547,54.3717
Nova Gorica,Nova Gorica,45.9558,13.6433
Capo d’Orlando,Capo d'Orlando,38.15,14.7333
Ajas,Ajas,34.3316,74.6801
Fernandina Beach,Fernandina Beach,30.6571,-81.4511
Dārāsuram,Darasuram,10.9515,79.3562
Neykkārappatti,Neykkarappatti,11.6225,78.1058
Missões,Missoes,-14.8819,-44.0819
Holborn,Holborn,51.5204,-0.1136
San Pietro Vernotico,San Pietro Vernotico,40.4833,18.05
Dayālpur Sāpha,Dayalpur Sapha,25.7122,85.3188
Barāon,Baraon,25.4551,84.2661
Caledon,Caledon,-34.23,19.4283
Shīn,Shin,34.7833,36.4333
Bolongongo,Bolongongo,-8.4667,15.25
Neuri,Neuri,26.0076,86.1841
Dinshawāy,Dinshaway,30.6,30.8167
Brackley,Brackley,52.032,-1.147
Claremont,Claremont,43.379,-72.3368
Ubaporanga,Ubaporanga,-19.635,-42.1058
Fatehpur,Fatehpur,25.2463,87.038
Bārah,Barah,25.3885,85.4912
Candiba,Candiba,-14.4,-42.8667
Tetiiv,Tetiiv,49.3708,29.69
Linnich,Linnich,50.9789,6.2678
Leibnitz,Leibnitz,46.7831,15.545
Peddakūrapādu,Peddakurapadu,16.4833,80.2667
Gangoli,Gangoli,13.6538,74.6664
Bohmte,Bohmte,52.3667,8.3167
Kalaiyamputtūr,Kalaiyamputtur,10.4542,77.4831
Belpukur,Belpukur,21.9851,88.2125
Forrest City,Forrest City,35.0135,-90.7931
Ampanavoana,Ampanavoana,-15.6667,50.2
Thara,Thara,26.7027,78.2788
Montgomeryville,Montgomeryville,40.2502,-75.2405
Chandauli,Chandauli,25.8972,85.7161
Sidhwān,Sidhwan,31.2725,75.3652
Kaji,Kaji,26.0285,102.7888
Wasserburg am Inn,Wasserburg am Inn,48.0617,12.2333
Lawaan,Lawaan,11.1408,125.3011
Quzanlı,Quzanli,40.16,47.1722
Webb City,Webb City,37.1412,-94.4676
Kahhalé,Kahhale,33.8219,35.5875
Ambararata,Ambararata,-15.0167,48.6333
Marovandrika,Marovandrika,-22.5167,47.6667
Morafeno,Morafeno,-21.1,48.2
Andreba,Andreba,-14.5833,48.1833
Marovato,Marovato,-25.5333,45.2667
Ampitasimo,Ampitasimo,-17.7833,48.3833
Ambohimahavelona,Ambohimahavelona,-23.4333,43.8833
Isaka-Ivondro,Isaka-Ivondro,-24.8,46.85
Ambodiampana,Ambodiampana,-14.5333,49.8667
Andranomamy,Andranomamy,-16.6,47.1333
Ihorombe,Ihorombe,-23,47.5333
Mahatsinjo,Mahatsinjo,-22.8,47.45
Antongomena-Bevary,Antongomena-Bevary,-15.95,45.9333
Antsirabe Afovoany,Antsirabe Afovoany,-15.95,48.9667
Sahavalanina-Antenina,Sahavalanina-Antenina,-16.5667,49.25
Belemoka,Belemoka,-21.7833,47.6167
Mavorano,Mavorano,-21.7833,47.9333
Evato,Evato,-22.6,47.6833
Tranovaho,Tranovaho,-25.3,44.9667
Amborompotsy,Amborompotsy,-24.6667,44.95
Ambalakindresy,Ambalakindresy,-21.1667,47.3333
Ambahoabe,Ambahoabe,-16.7667,49.5
Vohitrindry,Vohitrindry,-22.3833,47.85
Befandriana,Befandriana,-15.2667,48.5333
Ampanefena,Ampanefena,-13.8667,49.9667
Ankilivalo,Ankilivalo,-20.2833,44.6333
Anjiajia,Anjiajia,-16.4833,46.9667
Ambatondrakalavao,Ambatondrakalavao,-19.4333,47.5
Kirano,Kirano,-21.8333,47.05
Sakoabe,Sakoabe,-22.2,47.8333
Maroviro,Maroviro,-21.2333,44.7333
Ambakireny,Ambakireny,-17.6667,47.85
Tsiately,Tsiately,-23.3167,47.6167
Ambohitsilaozana,Ambohitsilaozana,-17.6833,48.45
Ambazoa,Ambazoa,-25.3139,45.8972
Ambodisakoana,Ambodisakoana,-15.4167,47.9333
Bemanevika,Bemanevika,-14.1333,50.1
Ambondrona,Ambondrona,-21.2667,46.9833
Ambatolampy,Ambatolampy,-18.9,46.1167
Bejofo,Bejofo,-17.8333,48.2333
Manambolo,Manambolo,-15.2833,49.7
Mangindrano,Mangindrano,-14.2833,48.9667
Ankilimalinika,Ankilimalinika,-22.95,43.5667
Sandrakatsy,Sandrakatsy,-16.3333,49.6167
Marojala,Marojala,-14.4833,50.0333
Ilafy,Ilafy,-17.8833,48.4167
Morarano,Morarano,-18.9,47.3167
Mandritsara,Mandritsara,-19.55,47.05
Befeta,Befeta,-21.2333,47.05
Amboaboa,Amboaboa,-15.9333,48.7167
Manambidala,Manambidala,-22.75,47.2667
Andohajango,Andohajango,-15.9,48.5
Ḩarmah,Harmah,25.9261,45.3336
Sunne,Sunne,59.8333,13.1333
Kumi,Kumi,1.4608,33.9361
Alaverdi,Alaverdi,41.1333,44.65
Neunkirchen,Neunkirchen,50.7997,8
Midsomer Norton,Midsomer Norton,51.2842,-2.4817
Galashiels,Galashiels,55.6194,-2.8033
Jalam,Jalam,20.8167,76.5833
Ghorādongri,Ghoradongri,22.1228,78.0025
Moviya,Moviya,21.9153,70.8465
Amauna,Amauna,25.0531,84.5169
Dammennu,Dammennu,16.8255,81.7079
Timberlake,Timberlake,37.3167,-79.2481
Divnoye,Divnoye,45.9072,43.3558
Lavello,Lavello,41.05,15.8
Bhalil,Bhalil,33.85,-4.8667
Ksar Sghir,Ksar Sghir,35.8419,-5.5586
Vieira do Minho,Vieira do Minho,41.6333,-8.1333
Bocas del Toro,Bocas del Toro,9.3333,-82.25
Jennings,Jennings,38.7231,-90.2644
Manalalondo,Manalalondo,-19.25,47.1167
Miami,Miami,36.8878,-94.8711
Sebt Bni Garfett,Sebt Bni Garfett,35.25,-5.8333
Anandāpuram,Anandapuram,11.09,76.9422
Waconia,Waconia,44.8422,-93.7896
Gornalwood,Gornalwood,52.523,-2.124
Lohiyār Ujain,Lohiyar Ujain,26.6284,84.7452
Ficarazzi,Ficarazzi,38.0833,13.4667
Baduriātola,Baduriatola,24.0928,84.0895
Kottapadi,Kottapadi,10.0667,76.6
Kara-Kyshtak,Kara-Kyshtak,40.11,72.1
Chhāra,Chhara,28.6957,76.7072
Chāwalhāti,Chawalhati,26.4841,88.5677
Nacozari de García,Nacozari de Garcia,30.3736,-109.6864
Noyon,Noyon,49.5817,2.9997
Ridge,Ridge,40.9068,-72.8816
West Monroe,West Monroe,32.512,-92.1513
Korneuburg,Korneuburg,48.3453,16.3331
Steinkjer,Steinkjer,64.0148,11.4954
Paso de los Toros,Paso de los Toros,-32.8112,-56.5086
Zandhoven,Zandhoven,51.2167,4.65
Sai Wan Ho,Sai Wan Ho,22.2877,114.1365
Kibiito,Kibiito,0.4775,30.1925
Ivanić-Grad,Ivanic-Grad,45.7081,16.3947
Kollipara,Kollipara,16.2877,80.7519
Vrbovec,Vrbovec,45.8833,16.4333
Bisee,Bisee,14.0243,-60.9744
Chã da Alegria,Cha da Alegria,-8.0008,-35.2133
Antônio Prado,Antonio Prado,-28.8578,-51.2828
Green Valley,Green Valley,39.3414,-77.24
Yiewsley,Yiewsley,51.513,-0.471
Chāng,Chang,28.8808,76.2427
Rochester,Rochester,42.6866,-83.1198
Schleiden,Schleiden,50.5331,6.4667
Höör,Hoor,55.9361,13.5472
Jiānganj,Jianganj,25.8661,87.2612
San Lucas,San Lucas,13.4167,-86.6
Kanel,Kanel,15.4833,-13.1667
Fouriesburg,Fouriesburg,-28.6227,28.2109
Pretoria-Noord,Pretoria-Noord,-25.6731,28.1733
Culaba,Culaba,11.6578,124.5425
Roding,Roding,49.2,12.5167
Sitalpur,Sitalpur,26.405,85.007
Ben,Ben,32.5444,50.7461
Turi,Turi,40.9167,17.0167
Barwat Pasrāin,Barwat Pasrain,26.7925,84.5469
Phulwaria,Phulwaria,25.9395,85.0035
Bachrā,Bachra,23.6886,85.0703
Senmayachō-senmaya,Senmayacho-senmaya,38.9369,141.3314
Larkspur,Larkspur,37.9393,-122.5312
An Thành B,An Thanh B,10.1958,106.3314
Wanderley,Wanderley,-12.12,-43.8878
Rovinj,Rovinj,45.0833,13.6333
Chapantongo,Chapantongo,20.2833,-99.4
Casinhas,Casinhas,-7.7408,-35.7208
Wickede,Wickede,51.4964,7.8658
Lingamparti,Lingamparti,17.2827,82.1231
Itatiaiuçu,Itatiaiucu,-20.2,-44.4167
Abarán,Abaran,38.2031,-1.4003
Uppāda,Uppada,17.0833,82.3333
Troy,Troy,38.9708,-90.9714
Juan de Herrera,Juan de Herrera,18.8667,-71.2333
Palangarai,Palangarai,11.1978,77.3058
Mizil,Mizil,45,26.4406
Garhi,Garhi,25.0447,79.6772
Shenley Church End,Shenley Church End,52.022,-0.788
Campo de Criptana,Campo de Criptana,39.4,-3.1167
Montesarchio,Montesarchio,41.0611,14.6333
Cardoso Moreira,Cardoso Moreira,-21.4878,-41.6158
Kingsbury,Kingsbury,43.344,-73.5396
Shanyincun,Shanyincun,37.9151,114.4126
Wicklow,Wicklow,52.9779,-6.033
Kūdangulam,Kudangulam,8.1901,77.7002
Santa Ana,Santa Ana,9.932,-84.176
Schodack,Schodack,42.5297,-73.6858
Pingtiancun,Pingtiancun,25.2225,114.6252
Jhaua,Jhaua,25.625,84.5161
Montefiascone,Montefiascone,42.5403,12.0369
Pucioasa,Pucioasa,45.0742,25.4342
Mogocha,Mogocha,53.7333,119.7667
Flint,Flint,53.2482,-3.1358
Saposoa,Saposoa,-6.9364,-76.7718
Mirdaul,Mirdaul,26.2363,87.0971
Bocşa,Bocsa,45.3747,21.7106
Mulakalūru,Mulakaluru,16.2776,80.0672
Libertad,Libertad,8.5583,124.35
Wächtersbach,Wachtersbach,50.2547,9.2919
Vinings,Vinings,33.8608,-84.4686
Jaitpur,Jaitpur,25.9132,84.573
Solana Beach,Solana Beach,32.9943,-117.2574
Svirsk,Svirsk,53.0833,103.3333
Tartarugalzinho,Tartarugalzinho,1.5058,-50.9119
Sant Sadurní d’Anoia,Sant Sadurni d'Anoia,41.4261,1.785
Lakkavaram,Lakkavaram,17.0628,81.2919
Carpenedolo,Carpenedolo,45.3667,10.4333
Cherutana Tekku,Cherutana Tekku,9.323,76.4382
Brejões,Brejoes,-13.1039,-39.7958
Pelham,Pelham,40.9,-73.8063
Maktar,Maktar,35.8606,9.2058
Shiwan,Shiwan,37.4786,109.423
Saint-André,Saint-Andre,50.6608,3.045
Camponogara,Camponogara,45.3833,12.0667
Elandsdoorn,Elandsdoorn,-25.288,29.196
Bou Fekrane,Bou Fekrane,33.7667,-5.4833
Nossa Senhora do Livramento,Nossa Senhora do Livramento,-15.775,-56.3456
Gibraleón,Gibraleon,37.3753,-6.9694
